price,status,area,rate per sqft,property type,locality,builder name,rera approval,bhk_count,society,company name,flat type,price_tier,price_cr
30000000,ready to move,1647,18214,3 bhk apartment in suncity essel towers,sector 28,heritage homes,not approved by rera,3,suncity essel towers,suncity,apartment,premium,3.0
22000000,ready to move,1508,14588,3 bhk apartment in m3m heights,sector 65,heritage homes,not approved by rera,3,m3m heights,m3m,apartment,value-mid,2.2
9900000,resale,990,10000,residential plot in shree vardhman shree vardhman,sector 2 sohna,heritage homes,not approved by rera,0,shree vardhman shree vardhman,shree,plot,budget,0.99
9680000,resale,1089,8888,residential plot,sector 35 sohna,heritage homes,not approved by rera,0,outside socity,outside,plot,budget,0.968
14000000,under construction,1180,11949,3 bhk apartment in ashiana anmol phase iii and plaza ph ii,sector 33 sohna,home,approved by rera,3,ashiana anmol phase iii and plaza ph ii,ashiana,apartment,value-mid,1.4
15000000,under construction,1262,11886,3 bhk apartment in ashiana anmol phase iii and plaza ph ii,sector 33 sohna,properties for sale in gurgaon,approved by rera,3,ashiana anmol phase iii and plaza ph ii,ashiana,apartment,value-mid,1.5
18300000,new,3150,5833,residential plot in dlf garden city plots,sector 91,larisa realtech pvt ltd,not approved by rera,0,dlf garden city plots,dlf,plot,value-mid,1.83
20900000,new,3600,5833,residential plot in dlf garden city plots,sector 91,larisa realtech pvt ltd,not approved by rera,0,dlf garden city plots,dlf,plot,value-mid,2.09
15700000,new,2700,5833,residential plot in dlf garden city plots,sector 91,larisa realtech pvt ltd,not approved by rera,0,dlf garden city plots,dlf,plot,value-mid,1.57
26300000,new,4518,5833,residential plot in dlf garden city plots,sector 91,ankit khanna,not approved by rera,0,dlf garden city plots,dlf,plot,premium,2.63
21500000,new,3700,5833,residential plot in dlf garden city plots,sector 91,ankit khanna,not approved by rera,0,dlf garden city plots,dlf,plot,value-mid,2.15
26200000,new,4500,5833,residential plot in dlf garden city plots,sector 91,ankit khanna,not approved by rera,0,dlf garden city plots,dlf,plot,premium,2.62
33700000,new,6386,5278,residential plot in dlf garden city plots,sector 91,ankit khanna,not approved by rera,0,dlf garden city plots,dlf,plot,premium,3.37
11200000,ready to move,1752,6392,3 bhk apartment in eldeco acclaim,sector 2 sohna,ankit khanna,not approved by rera,3,eldeco acclaim,eldeco,apartment,budget,1.12
141900000,new,6300,22530,residential plot in central park mikasa plots,sector 33 sohna,ankit khanna,not approved by rera,0,central park mikasa plots,central,plot,ultra-luxury,14.19
60800000,new,2700,22530,residential plot in central park mikasa plots,sector 33 sohna,ankit khanna,not approved by rera,0,central park mikasa plots,central,plot,ultra-luxury,6.08
57700000,new,2565,22529,residential plot in central park mikasa plots,sector 33 sohna,property allotment,not approved by rera,0,central park mikasa plots,central,plot,ultra-luxury,5.77
202700000,new,9000,22530,residential plot in central park mikasa plots,sector 33 sohna,sachin,not approved by rera,0,central park mikasa plots,central,plot,ultra-luxury,20.27
50600000,new,2250,22530,residential plot in central park mikasa plots,sector 33 sohna,sachin,not approved by rera,0,central park mikasa plots,central,plot,ultra-luxury,5.06
91200000,new,4050,22529,residential plot in central park mikasa plots,sector 33 sohna,sachin,not approved by rera,0,central park mikasa plots,central,plot,ultra-luxury,9.12
31400000,new,1620,19444,residential plot in anant raj plots,sector 63,sachin,not approved by rera,0,anant raj plots,anant,plot,premium,3.14
40500000,new,1800,22530,residential plot in central park mikasa plots,sector 33 sohna,sachin,not approved by rera,0,central park mikasa plots,central,plot,premium,4.05
41100000,ready to move,3000,13710,4 bhk apartment in unitech the close south,sector 50,sachin,not approved by rera,4,unitech the close south,unitech,apartment,premium,4.11
58500000,ready to move,4268,13710,4 bhk apartment in unitech the close south,sector 50,home,not approved by rera,4,unitech the close south,unitech,apartment,ultra-luxury,5.85
34700000,ready to move,2531,13709,3 bhk apartment in unitech the close south,sector 50,property in gurgaon,not approved by rera,3,unitech the close south,unitech,apartment,premium,3.47
38400000,ready to move,2480,15523,3 bhk apartment in unitech the close north,sector 50,properties for sale in gurgaon,not approved by rera,3,unitech the close north,unitech,apartment,premium,3.84
74500000,ready to move,4808,15515,4 bhk apartment in unitech the close north,sector 50,s s properties,not approved by rera,4,unitech the close north,unitech,apartment,ultra-luxury,7.45
66200000,ready to move,4268,15515,4 bhk apartment in unitech the close north,sector 50,s s properties,not approved by rera,4,unitech the close north,unitech,apartment,ultra-luxury,6.62
38600000,ready to move,2491,15522,3 bhk apartment in unitech the close north,sector 50,s s properties,not approved by rera,3,unitech the close north,unitech,apartment,premium,3.86
32400000,ready to move,2093,15523,3 bhk apartment in unitech the close north,sector 50,s s properties,not approved by rera,3,unitech the close north,unitech,apartment,premium,3.24
49100000,ready to move,3170,15515,4 bhk apartment in unitech the close north,sector 50,s s properties,not approved by rera,4,unitech the close north,unitech,apartment,ultra-luxury,4.91
45700000,ready to move,2946,15515,4 bhk apartment in unitech the close north,sector 50,s s properties,not approved by rera,4,unitech the close north,unitech,apartment,ultra-luxury,4.57
40400000,ready to move,2605,15523,3 bhk apartment in unitech the close north,sector 50,s s properties,not approved by rera,3,unitech the close north,unitech,apartment,premium,4.04
30900000,ready to move,1997,15523,3 bhk apartment in unitech the close north,sector 50,s s properties,not approved by rera,3,unitech the close north,unitech,apartment,premium,3.09
45500000,ready to move,2939,15514,4 bhk apartment in unitech the close north,sector 50,s s properties,not approved by rera,4,unitech the close north,unitech,apartment,ultra-luxury,4.55
56500000,under construction,2945,19219,3 bhk apartment in smart smartworld the edition,sector 66,first bricks,approved by rera,3,smart smartworld the edition,smart,apartment,ultra-luxury,5.65
67400000,under construction,3505,19230,4 bhk apartment in smart smartworld the edition,sector 66,first bricks,approved by rera,4,smart smartworld the edition,smart,apartment,ultra-luxury,6.74
93000000,new,6822,13636,residential plot in emaar emerald hills exclusive plots,sector 65,home,not approved by rera,0,emaar emerald hills exclusive plots,emaar,plot,ultra-luxury,9.3
42900000,new,3150,13636,residential plot in emaar emerald hills exclusive plots,sector 65,property in gurgaon,not approved by rera,0,emaar emerald hills exclusive plots,emaar,plot,ultra-luxury,4.29
138600000,new,10170,13635,residential plot in emaar emerald hills exclusive plots,sector 65,properties for sale in gurgaon,not approved by rera,0,emaar emerald hills exclusive plots,emaar,plot,ultra-luxury,13.86
135900000,new,9972,13636,residential plot in emaar emerald hills exclusive plots,sector 65,yasir,not approved by rera,0,emaar emerald hills exclusive plots,emaar,plot,ultra-luxury,13.59
144200000,new,10575,13636,residential plot in emaar emerald hills exclusive plots,sector 65,yasir,not approved by rera,0,emaar emerald hills exclusive plots,emaar,plot,ultra-luxury,14.42
61300000,new,4500,13636,residential plot in emaar emerald hills exclusive plots,sector 65,yasir,not approved by rera,0,emaar emerald hills exclusive plots,emaar,plot,ultra-luxury,6.13
32700000,new,2403,13636,residential plot in emaar emerald hills exclusive plots,sector 65,yasir,not approved by rera,0,emaar emerald hills exclusive plots,emaar,plot,premium,3.27
32500000,ready to move,2096,15505,4 bhk independent floor,sector 57,yasir,not approved by rera,4,outside socity,outside,plot,premium,3.25
32500000,ready to move,2095,15513,4 bhk independent floor,sector 57,yasir,not approved by rera,4,outside socity,outside,plot,premium,3.25
37500000,ready to move,2711,13832,4 bhk independent floor,sector 57,yasir,not approved by rera,4,outside socity,outside,plot,premium,3.75
37500000,ready to move,2726,13756,4 bhk independent floor,sector 58,palm floors,not approved by rera,4,outside socity,outside,plot,premium,3.75
37500000,ready to move,2704,13868,4 bhk independent floor,sector 62,palm floors,not approved by rera,4,outside socity,outside,plot,premium,3.75
37500000,ready to move,2720,13786,4 bhk independent floor,sector 62,palm floors,not approved by rera,4,outside socity,outside,plot,premium,3.75
37500000,ready to move,2719,13791,4 bhk independent floor,sector 79,palm floors,not approved by rera,4,outside socity,outside,plot,premium,3.75
32500000,ready to move,2164,15018,4 bhk independent floor in palm floors mayfield garden 1,sector 51,palm floors,not approved by rera,4,palm floors mayfield garden 1,palm,floor,premium,3.25
37500000,ready to move,2709,13842,4 bhk independent floor in palm floor sushant lok 1,sector 3,palm floors,not approved by rera,4,palm floor sushant lok 1,palm,floor,premium,3.75
37500000,ready to move,2710,13837,4 bhk independent floor in palm floors sushant lok 1,sector 43,palm floors,not approved by rera,4,palm floors sushant lok 1,palm,floor,premium,3.75
32500000,ready to move,2166,15004,4 bhk independent floor in palm floors mayfield garden 1,sector 51,palm floors,not approved by rera,4,palm floors mayfield garden 1,palm,floor,premium,3.25
37500000,ready to move,2722,13776,4 bhk independent floor,sector 54,palm floors,not approved by rera,4,outside socity,outside,plot,premium,3.75
34500000,ready to move,2410,14315,4 bhk independent floor,sector 47,palm floors,not approved by rera,4,outside socity,outside,plot,premium,3.45
23300000,ready to move,1310,17800,2 bhk apartment in m3m heights,sector 65,property in gurgaon,not approved by rera,2,m3m heights,m3m,apartment,premium,2.33
26900000,ready to move,1516,17800,2 bhk apartment in m3m heights,sector 65,properties for sale in gurgaon,not approved by rera,2,m3m heights,m3m,apartment,premium,2.69
25800000,ready to move,1450,17800,2 bhk apartment in m3m heights,sector 65,palm floors,not approved by rera,2,m3m heights,m3m,apartment,premium,2.58
34700000,ready to move,1950,17800,3 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,3,m3m heights,m3m,apartment,premium,3.47
24100000,ready to move,1358,17800,2 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,2,m3m heights,m3m,apartment,premium,2.41
32500000,ready to move,1828,17800,3 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,3,m3m heights,m3m,apartment,premium,3.25
22200000,ready to move,1250,17800,2 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,2,m3m heights,m3m,apartment,value-mid,2.22
25500000,ready to move,1433,17800,2 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,2,m3m heights,m3m,apartment,premium,2.55
35600000,ready to move,2000,17800,3 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,3,m3m heights,m3m,apartment,premium,3.56
34300000,ready to move,1932,17800,3 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,3,m3m heights,m3m,apartment,premium,3.43
35600000,ready to move,2004,17800,3 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,3,m3m heights,m3m,apartment,premium,3.56
24000000,ready to move,1350,17800,2 bhk apartment in m3m heights,sector 65,home,not approved by rera,2,m3m heights,m3m,apartment,premium,2.4
36500000,ready to move,2054,17800,3 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,3,m3m heights,m3m,apartment,premium,3.65
22400000,ready to move,1261,17800,2 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,2,m3m heights,m3m,apartment,value-mid,2.24
32900000,ready to move,1850,17800,3 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,3,m3m heights,m3m,apartment,premium,3.29
35400000,ready to move,1990,17800,3 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,3,m3m heights,m3m,apartment,premium,3.54
24900000,ready to move,1400,17800,2 bhk apartment in m3m heights,sector 65,thirty three estates developers,not approved by rera,2,m3m heights,m3m,apartment,premium,2.49
40400000,under construction,2699,15000,4 bhk apartment in m3m golf hills,sector 79,thirty three estates developers,approved by rera,4,m3m golf hills,m3m,apartment,premium,4.04
33900000,under construction,2260,15000,3 bhk apartment in m3m golf hills,sector 79,thirty three estates developers,approved by rera,3,m3m golf hills,m3m,apartment,premium,3.39
40200000,under construction,2685,15000,4 bhk apartment in m3m golf hills,sector 79,thirty three estates developers,approved by rera,4,m3m golf hills,m3m,apartment,premium,4.02
18000000,under construction,1200,15000,2 bhk apartment in smart smartworld orchard,sector 61,thirty three estates developers,approved by rera,2,smart smartworld orchard,smart,apartment,value-mid,1.8
16800000,under construction,1120,15000,2 bhk apartment in smart smartworld orchard,sector 61,property in gurgaon,approved by rera,2,smart smartworld orchard,smart,apartment,value-mid,1.68
18700000,under construction,1250,15000,2 bhk apartment in smart smartworld orchard,sector 61,thirty three estates developers,approved by rera,2,smart smartworld orchard,smart,apartment,value-mid,1.87
24000000,under construction,1600,15000,3 bhk apartment in smart smartworld orchard,sector 61,thirty three estates developers,approved by rera,3,smart smartworld orchard,smart,apartment,premium,2.4
22500000,under construction,1500,15000,3 bhk apartment in smart smartworld orchard,sector 61,thirty three estates developers,approved by rera,3,smart smartworld orchard,smart,apartment,value-mid,2.25
24400000,under construction,1630,15000,3 bhk apartment in smart smartworld orchard,sector 61,thirty three estates developers,approved by rera,3,smart smartworld orchard,smart,apartment,premium,2.44
450000000,ready to move,10000,45000,5 bhk apartment in dlf the aralias,sector 42,first bricks,not approved by rera,5,dlf the aralias,dlf,apartment,ultra-luxury,45.0
33000000,ready to move,2450,13469,4 bhk independent floor in raheja sushant lok 1 floors,sector 43,home,not approved by rera,4,raheja sushant lok 1 floors,raheja,floor,premium,3.3
39500000,ready to move,3600,10972,4 bhk independent floor,sector 25,property in gurgaon,not approved by rera,4,outside socity,outside,plot,premium,3.95
17000000,ready to move,3000,5666,4 bhk apartment in ashley white housz floors 1,sector 46,properties for sale in gurgaon,not approved by rera,4,ashley white housz floors 1,ashley,apartment,value-mid,1.7
15500000,ready to move,1800,8611,3 bhk apartment in ashley white housz floors 1,sector 46,seller,not approved by rera,3,ashley white housz floors 1,ashley,apartment,value-mid,1.55
25000000,ready to move,1880,13297,3 bhk independent floor,sector 51,wealth castle realty,not approved by rera,3,outside socity,outside,plot,premium,2.5
33600000,ready to move,2407,14000,4 bhk apartment in central park aqua front towers,sector 33 sohna,ashley estate,not approved by rera,4,central park aqua front towers,central,apartment,premium,3.36
36400000,ready to move,2600,14000,4 bhk apartment in central park aqua front towers,sector 33 sohna,heritage homes,not approved by rera,4,central park aqua front towers,central,apartment,premium,3.64
25000000,ready to move,1789,14000,3 bhk apartment in central park aqua front towers,sector 33 sohna,plan realty consulting,not approved by rera,3,central park aqua front towers,central,apartment,premium,2.5
22200000,ready to move,1590,14000,3 bhk apartment in central park aqua front towers,sector 33 sohna,plan realty consulting,not approved by rera,3,central park aqua front towers,central,apartment,value-mid,2.22
29800000,ready to move,2134,14000,3 bhk apartment in central park aqua front towers,sector 33 sohna,plan realty consulting,not approved by rera,3,central park aqua front towers,central,apartment,premium,2.98
8500000,ready to move,1600,5312,3 bhk apartment,sector 92,plan realty consulting,not approved by rera,3,outside socity,outside,plot,budget,0.85
5500000,ready to move,1000,5500,2 bhk apartment,sector 92,plan realty consulting,not approved by rera,2,outside socity,outside,plot,budget,0.55
46000000,under construction,2000,23000,3 bhk apartment in krisumi waterfall residences,sector 36a,plan realty consulting,approved by rera,3,krisumi waterfall residences,krisumi,apartment,ultra-luxury,4.6
23000000,ready to move,1726,13325,3 bhk apartment in ireo the corridors,sector 67,rajendra singh negi,not approved by rera,3,ireo the corridors,ireo,apartment,premium,2.3
23000000,resale,1620,14197,residential plot in orris gateway,sector 82a,home,not approved by rera,0,orris gateway,orris,plot,premium,2.3
39300000,under construction,2250,17500,3 bhk apartment in puri the aravallis,sector 61,properties for sale in gurgaon,approved by rera,3,puri the aravallis,puri,apartment,premium,3.93
48100000,under construction,2750,17500,4 bhk apartment in puri the aravallis,sector 61,heritage homes,approved by rera,4,puri the aravallis,puri,apartment,ultra-luxury,4.81
40200000,under construction,2300,17500,3 bhk apartment in puri the aravallis,sector 61,first bricks,approved by rera,3,puri the aravallis,puri,apartment,premium,4.02
19800000,under construction,1200,16500,2 bhk apartment in smart smartworld orchard,sector 61,first bricks,approved by rera,2,smart smartworld orchard,smart,apartment,value-mid,1.98
18400000,under construction,1120,16500,2 bhk apartment in smart smartworld orchard,sector 61,first bricks,approved by rera,2,smart smartworld orchard,smart,apartment,value-mid,1.84
20600000,under construction,1250,16500,2 bhk apartment in smart smartworld orchard,sector 61,first bricks,approved by rera,2,smart smartworld orchard,smart,apartment,value-mid,2.06
26400000,under construction,1600,16500,3 bhk apartment in smart smartworld orchard,sector 61,first bricks,approved by rera,3,smart smartworld orchard,smart,apartment,premium,2.64
24700000,under construction,1500,16500,3 bhk apartment in smart smartworld orchard,sector 61,first bricks,approved by rera,3,smart smartworld orchard,smart,apartment,premium,2.47
26800000,under construction,1630,16500,3 bhk apartment in smart smartworld orchard,sector 61,first bricks,approved by rera,3,smart smartworld orchard,smart,apartment,premium,2.68
15400000,ready to move,986,15664,3 bhk apartment in experion the heartsong,sector 108,home,not approved by rera,3,experion the heartsong,experion,apartment,value-mid,1.54
35300000,ready to move,2255,15661,4 bhk apartment in experion the heartsong,sector 108,property in gurgaon,not approved by rera,4,experion the heartsong,experion,apartment,premium,3.53
11400000,ready to move,734,15667,2 bhk apartment in experion the heartsong,sector 108,properties for sale in gurgaon,not approved by rera,2,experion the heartsong,experion,apartment,budget,1.14
43500000,ready to move,2779,15658,4 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,4,experion the heartsong,experion,apartment,ultra-luxury,4.35
43400000,ready to move,2778,15658,5 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,5,experion the heartsong,experion,apartment,ultra-luxury,4.34
25500000,ready to move,1631,15658,4 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,4,experion the heartsong,experion,apartment,premium,2.55
25000000,ready to move,1599,15665,4 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,4,experion the heartsong,experion,apartment,premium,2.5
20300000,ready to move,1302,15658,3 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,3,experion the heartsong,experion,apartment,value-mid,2.03
17800000,ready to move,1141,15671,3 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,3,experion the heartsong,experion,apartment,value-mid,1.78
27500000,ready to move,1758,15658,3 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,3,experion the heartsong,experion,apartment,premium,2.75
15200000,ready to move,975,15668,3 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,3,experion the heartsong,experion,apartment,value-mid,1.52
31300000,ready to move,2003,15658,3 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,3,experion the heartsong,experion,apartment,premium,3.13
20000000,ready to move,1283,15658,2 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,2,experion the heartsong,experion,apartment,value-mid,2.0
36600000,ready to move,2338,15658,3 bhk apartment in experion the heartsong,sector 108,onkar real estate solutions,not approved by rera,3,experion the heartsong,experion,apartment,premium,3.66
27900000,ready to move,2598,10775,3 bhk apartment in adani m2k oyster grande,sector 102,onkar real estate solutions,not approved by rera,3,adani m2k oyster grande,adani,apartment,premium,2.79
63200000,ready to move,5870,10774,5 bhk apartment in adani m2k oyster grande,sector 102,onkar real estate solutions,not approved by rera,5,adani m2k oyster grande,adani,apartment,ultra-luxury,6.32
20400000,ready to move,1898,10775,3 bhk apartment in adani m2k oyster grande,sector 102,onkar real estate solutions,not approved by rera,3,adani m2k oyster grande,adani,apartment,value-mid,2.04
18100000,ready to move,1689,10775,3 bhk apartment in adani m2k oyster grande,sector 102,onkar real estate solutions,not approved by rera,3,adani m2k oyster grande,adani,apartment,value-mid,1.81
20300000,ready to move,1889,10775,3 bhk apartment in adani m2k oyster grande,sector 102,onkar real estate solutions,not approved by rera,3,adani m2k oyster grande,adani,apartment,value-mid,2.03
51100000,ready to move,4750,10774,4 bhk apartment in adani m2k oyster grande,sector 102,onkar real estate solutions,not approved by rera,4,adani m2k oyster grande,adani,apartment,ultra-luxury,5.11
50100000,ready to move,4650,10775,4 bhk apartment in adani m2k oyster grande,sector 102,home,not approved by rera,4,adani m2k oyster grande,adani,apartment,ultra-luxury,5.01
27400000,ready to move,2550,10775,3 bhk apartment in adani m2k oyster grande,sector 102,property in gurgaon,not approved by rera,3,adani m2k oyster grande,adani,apartment,premium,2.74
34300000,ready to move,3188,10775,4 bhk apartment in adani m2k oyster grande,sector 102,properties for sale in gurgaon,not approved by rera,4,adani m2k oyster grande,adani,apartment,premium,3.43
34400000,ready to move,3198,10774,4 bhk apartment in adani m2k oyster grande,sector 102,onkar real estate solutions,not approved by rera,4,adani m2k oyster grande,adani,apartment,premium,3.44
21900000,ready to move,1256,17493,3 bhk apartment in emaar imperial gardens,sector 102,onkar real estate solutions,not approved by rera,3,emaar imperial gardens,emaar,apartment,value-mid,2.19
36600000,ready to move,3045,12031,4 bhk apartment in ats kocoon,sector 109,onkar real estate solutions,not approved by rera,4,ats kocoon,ats,apartment,premium,3.66
20900000,ready to move,1745,12031,3 bhk apartment in ats kocoon,sector 109,onkar real estate solutions,not approved by rera,3,ats kocoon,ats,apartment,value-mid,2.09
25200000,ready to move,2095,12030,3 bhk apartment in ats kocoon,sector 109,onkar real estate solutions,not approved by rera,3,ats kocoon,ats,apartment,premium,2.52
18700000,ready to move,1389,13467,3 bhk apartment in hero homes gurgaon,sector 104,onkar real estate solutions,not approved by rera,3,hero homes gurgaon,hero,apartment,value-mid,1.87
33500000,ready to move,1579,21216,3 bhk apartment in tata tata la vida,sector 113,onkar real estate solutions,not approved by rera,3,tata tata la vida,tata,apartment,premium,3.35
57000000,ready to move,2690,21216,3 bhk apartment in tata tata la vida,sector 113,onkar real estate solutions,not approved by rera,3,tata tata la vida,tata,apartment,ultra-luxury,5.7
40000000,ready to move,2072,19305,3 bhk apartment in sobha city,sector 108,onkar real estate solutions,not approved by rera,3,sobha city,sobha,apartment,premium,4.0
27500000,ready to move,1381,19913,2 bhk apartment in sobha city,sector 108,onkar real estate solutions,not approved by rera,2,sobha city,sobha,apartment,premium,2.75
35000000,ready to move,1711,20455,3 bhk apartment in sobha city,sector 108,property in gurgaon,not approved by rera,3,sobha city,sobha,apartment,premium,3.5
15700000,ready to move,1900,8263,3 bhk apartment in indiabulls centrum park,sector 103,properties for sale in gurgaon,not approved by rera,3,indiabulls centrum park,indiabulls,apartment,value-mid,1.57
17000000,ready to move,1550,10967,2 bhk apartment in puri emerald bay,sector 104,onkar real estate solutions,not approved by rera,2,puri emerald bay,puri,apartment,value-mid,1.7
15000000,ready to move,1760,8522,3 bhk apartment in paras dews,sector 106,onkar real estate solutions,not approved by rera,3,paras dews,paras,apartment,value-mid,1.5
23000000,ready to move,2250,10222,3 bhk apartment in ats tourmaline,sector 109,kore realty investment solutions,not approved by rera,3,ats tourmal,ats,apartment,premium,2.3
19900000,ready to move,2003,9935,3 bhk apartment in experion the heartsong,sector 108,kore realty investment solutions,not approved by rera,3,experion the heartsong,experion,apartment,value-mid,1.99
20000000,ready to move,1689,11841,3 bhk apartment in hero homes gurgaon,sector 104,kore realty investment solutions,not approved by rera,3,hero homes gurgaon,hero,apartment,value-mid,2.0
28000000,ready to move,2160,12962,4 bhk apartment in paras dews,sector 106,kore realty investment solutions,not approved by rera,4,paras dews,paras,apartment,premium,2.8
35700000,ready to move,2100,17000,3 bhk apartment in puri diplomatic residences,sector 111,kore realty investment solutions,not approved by rera,3,puri diplomatic residences,puri,apartment,premium,3.57
42200000,under construction,2440,17295,3 bhk apartment in puri diplomatic residences,sector 111,kore realty investment solutions,approved by rera,3,puri diplomatic residences,puri,apartment,ultra-luxury,4.22
19000000,ready to move,1550,12258,2 bhk apartment in puri emerald bay,sector 104,kore realty investment solutions,not approved by rera,2,puri emerald bay,puri,apartment,value-mid,1.9
35000000,ready to move,2450,14285,3 bhk apartment in puri emerald bay,sector 104,onkar real estate solutions,not approved by rera,3,puri emerald bay,puri,apartment,premium,3.5
27000000,ready to move,3065,8809,4 bhk apartment,sector 109,onkar real estate solutions,not approved by rera,4,outside socity,outside,plot,premium,2.7
29900000,ready to move,2450,12204,3 bhk apartment in puri emerald bay,sector 104,onkar real estate solutions,not approved by rera,3,puri emerald bay,puri,apartment,premium,2.99
47500000,ready to move,4718,10067,5 bhk apartment in ats triumph,sector 104,onkar real estate solutions,not approved by rera,5,ats triumph,ats,apartment,ultra-luxury,4.75
12500000,ready to move,1365,9157,2 bhk apartment in assotech blith,sector 99,onkar real estate solutions,not approved by rera,2,assotech blith,assotech,apartment,value-mid,1.25
29800000,ready to move,2060,14466,4 bhk apartment in m3m capital,sector 113,kore realty investment solutions,not approved by rera,4,m3m capital,m3m,apartment,premium,2.98
14500000,ready to move,1775,8169,3 bhk apartment in ramprastha primera,sector 37d,onkar real estate solutions,not approved by rera,3,ramprastha primera,ramprastha,apartment,value-mid,1.45
14500000,ready to move,1665,8708,3 bhk apartment in paras dews,sector 106,kore realty investment solutions,not approved by rera,3,paras dews,paras,apartment,value-mid,1.45
24500000,ready to move,1889,12969,3 bhk apartment in adani m2k oyster grande,sector 102,home,not approved by rera,3,adani m2k oyster grande,adani,apartment,premium,2.45
23000000,ready to move,2025,11358,3 bhk apartment in emaar imperial gardens,sector 102,property in gurgaon,not approved by rera,3,emaar imperial gardens,emaar,apartment,premium,2.3
11600000,under construction,1000,11600,2 bhk apartment in signature global city 81,sector 81,properties for sale in gurgaon,approved by rera,2,signature global city 81,signature,apartment,budget,1.16
12000000,under construction,1050,11428,2 bhk apartment in signature global city 92,sector 92,kore realty investment solutions,approved by rera,2,signature global city 92,signature,apartment,budget,1.2
11800000,under construction,1060,11132,2 bhk apartment in signature global city 37d,sector 37d,kore realty investment solutions,approved by rera,2,signature global city 37d,signature,apartment,budget,1.18
16900000,under construction,1535,11009,3 bhk apartment in signature global city 37d,sector 37d,onkar real estate solutions,approved by rera,3,signature global city 37d,signature,apartment,value-mid,1.69
25500000,ready to move,2290,11135,3 bhk apartment in ats triumph,sector 104,onkar real estate solutions,not approved by rera,3,ats triumph,ats,apartment,premium,2.55
62100000,ready to move,6565,9459,5 bhk apartment in tata gurgaon gateway,sector 112,onkar real estate solutions,not approved by rera,5,tata gurgaon gateway,tata,apartment,ultra-luxury,6.21
30000000,ready to move,2215,13544,3 bhk apartment in tata gurgaon gateway,sector 112,onkar real estate solutions,not approved by rera,3,tata gurgaon gateway,tata,apartment,premium,3.0
31500000,ready to move,2598,12124,3 bhk apartment in adani oyster greens,sector 102,onkar real estate solutions,not approved by rera,3,adani oyster greens,adani,apartment,premium,3.15
26500000,ready to move,2149,12331,3 bhk apartment in conscient heritage max,sector 102,onkar real estate solutions,not approved by rera,3,conscient heritage max,conscient,apartment,premium,2.65
12000000,ready to move,1350,8888,2 bhk apartment in indiabulls centrum park,sector 103,onkar real estate solutions,not approved by rera,2,indiabulls centrum park,indiabulls,apartment,budget,1.2
16500000,ready to move,2165,7621,3 bhk apartment in brisk lumbini terrace homes,sector 109,kore realty investment solutions,not approved by rera,3,brisk lumb,brisk,apartment,value-mid,1.65
19000000,ready to move,1770,10734,2 bhk apartment in puri emerald bay,sector 104,kore realty investment solutions,not approved by rera,2,puri emerald bay,puri,apartment,value-mid,1.9
26000000,ready to move,3055,8510,4 bhk apartment in solutrean caladium,sector 109,kore realty investment solutions,not approved by rera,4,solutrean caladium,solutrean,apartment,premium,2.6
19500000,ready to move,2545,7662,3 bhk apartment in solutrean caladium,sector 109,kore realty investment solutions,not approved by rera,3,solutrean caladium,solutrean,apartment,value-mid,1.95
42000000,ready to move,2860,14685,4 bhk apartment in conscient heritage max,sector 102,kore realty investment solutions,not approved by rera,4,conscient heritage max,conscient,apartment,ultra-luxury,4.2
39000000,ready to move,2554,15270,3 bhk apartment in conscient heritage max,sector 102,kore realty investment solutions,not approved by rera,3,conscient heritage max,conscient,apartment,premium,3.9
26000000,ready to move,2095,12410,3 bhk apartment in ats kocoon,sector 109,home,not approved by rera,3,ats kocoon,ats,apartment,premium,2.6
22000000,ready to move,1745,12607,3 bhk apartment in ats kocoon,sector 109,property in gurgaon,not approved by rera,3,ats kocoon,ats,apartment,value-mid,2.2
