price,status,area,rate per sqft,property type,locality,builder name,rera approval,bhk_count,society,company name,flat type,price_tier,price_cr
18500000,ready to move,1750,10571,3 bhk apartment in bestech park view city 1,sector 48,shree ji homes,not approved by rera,3,bestech park view city 1,bestech,apartment,value-mid,1.85
11000000,ready to move,1347,8166,2 bhk apartment in shree vardhman shree vardhman victoria,sector 70,search my property,not approved by rera,2,shree vardhman shree vardhman victoria,shree,apartment,budget,1.1
8200000,ready to move,1350,6074,3 bhk apartment in tulip white,sector 69,shree ram properties,not approved by rera,3,tulip white,tulip,apartment,budget,0.82
11500000,ready to move,1550,7419,2 bhk apartment in m3m natura,sector 68,search my property,not approved by rera,2,m3m natura,m3m,apartment,budget,1.15
19200000,under construction,2072,9312,3 bhk apartment in sobha international city,sector 109,parmar realty,approved by rera,3,sobha international city,sobha,apartment,value-mid,1.92
2379000,under construction,850,2798,2 bhk apartment in suncity avenue 76,sector 76,parmar realty,approved by rera,2,suncity avenue 76,suncity,apartment,budget,0.2379
3200000,ready to move,950,3368,2 bhk apartment in apex our homes,sector 37c,parmar realty,not approved by rera,2,apex our homes,apex,apartment,budget,0.32
2100000,ready to move,450,4666,1 bhk independent floor,sector 105,mark real estate,not approved by rera,1,outside socity,outside,plot,budget,0.21
13000000,under construction,2700,4814,3 bhk independent floor,sector 48,real concept,not approved by rera,3,outside socity,outside,plot,value-mid,1.3
12000000,ready to move,2700,4444,3 bhk independent floor,sector 48,real concept,not approved by rera,3,outside socity,outside,plot,budget,1.2
20000000,ready to move,3000,6666,4 bhk independent floor in unitech south city ii,sector 49,sakshi properties,not approved by rera,4,unitech south city ii,unitech,floor,value-mid,2.0
14000000,ready to move,2000,7000,3 bhk independent floor in uppal southend,sector 49,sakshi properties,not approved by rera,3,uppal southend,uppal,floor,value-mid,1.4
13000000,ready to move,2200,5909,3 bhk independent floor,sector 49,sakshi properties,not approved by rera,3,outside socity,outside,plot,value-mid,1.3
16000000,ready to move,2100,7619,4 bhk independent floor in uppal southend,sector 49,home,not approved by rera,4,uppal southend,uppal,floor,value-mid,1.6
12500000,ready to move,2000,6250,3 bhk independent floor in unitech south city ii,sector 49,property in gurgaon,not approved by rera,3,unitech south city ii,unitech,floor,value-mid,1.25
12000000,ready to move,2700,4444,3 bhk independent floor,sector 49,properties for sale in gurgaon,not approved by rera,3,outside socity,outside,plot,budget,1.2
17000000,ready to move,3500,4857,4 bhk independent floor in unitech south city ii,sector 49,sakshi properties,not approved by rera,4,unitech south city ii,unitech,floor,value-mid,1.7
22000000,ready to move,3500,6285,3 bhk independent floor in unitech south city ii,sector 49,sakshi properties,not approved by rera,3,unitech south city ii,unitech,floor,value-mid,2.2
14000000,ready to move,1500,9333,3 bhk independent floor in aadhar homes ww 72 malibu town,sector 47,sakshi properties,not approved by rera,3,aadhar homes ww 72 malibu town,aadhar,floor,value-mid,1.4
12500000,ready to move,2400,5208,3 bhk independent floor in unitech south city ii,sector 49,sakshi properties,not approved by rera,3,unitech south city ii,unitech,floor,value-mid,1.25
14000000,ready to move,1710,8187,3 bhk independent floor in ansal e block,sector 2 gurgaon,sakshi properties,not approved by rera,3,ansal e block,ansal,floor,value-mid,1.4
25000000,under construction,4680,5341,4 bhk independent floor,palam vihar,sakshi properties,not approved by rera,4,outside socity,outside,plot,premium,2.5
22300000,under construction,2350,9489,3 bhk apartment in m3m merlin iconic tower,sector 67,sakshi properties,approved by rera,3,m3m merl,m3m,apartment,value-mid,2.23
15000000,ready to move,1800,8333,3 bhk apartment in reputed builder jalvayu tower,sector 56,sheetla homes,not approved by rera,3,reputed builder jalvayu tower,reputed,apartment,value-mid,1.5
10900000,ready to move,1650,6606,3 bhk independent floor,sector 57,sheetla homes,not approved by rera,3,outside socity,outside,plot,budget,1.09
11500000,ready to move,1850,6216,3 bhk independent house,sector 57,axiom landbase pvt ltd,not approved by rera,3,outside socity,outside,plot,budget,1.15
32000000,ready to move,3600,8888,4 bhk villa in reputed builder sushant lok 3,sector 57,dhruv realtors pvt ltd,not approved by rera,4,reputed builder sushant lok 3,reputed,villa,premium,3.2
6999000,ready to move,3000,2333,2 bhk independent floor in ansal c2 block,palam vihar extension,shree shyam associates,not approved by rera,2,ansal c2 block,ansal,floor,budget,0.6999
7200000,ready to move,1520,4736,2 bhk apartment in bptp park generation,sector 37d,shree shyam associates,not approved by rera,2,bptp park generation,bptp,apartment,budget,0.72
9000000,ready to move,1820,4945,3 bhk apartment in bptp park serene,sector 37d,shree shyam associates,not approved by rera,3,bptp park serene,bptp,apartment,budget,0.9
8500000,ready to move,1814,4685,3 bhk apartment in bptp park serene,sector 37d,udo propertys,not approved by rera,3,bptp park serene,bptp,apartment,budget,0.85
7500000,ready to move,1700,4411,2 bhk independent floor in unitech south city ii,sector 49,search n deal,not approved by rera,2,unitech south city ii,unitech,floor,budget,0.75
7500000,under construction,915,8196,2 bhk apartment in shapoorji pallonji joyville,sector 102,search n deal,approved by rera,2,shapoorji pallonji joyville,shapoorji,apartment,budget,0.75
5500000,ready to move,1055,5213,2 bhk apartment in ramprastha the atrium,sector 37d,home,not approved by rera,2,ramprastha the atrium,ramprastha,apartment,budget,0.55
7700000,ready to move,1770,4350,3 bhk apartment in ramprastha the edge towers,sector 37d,property in gurgaon,not approved by rera,3,ramprastha the edge towers,ramprastha,apartment,budget,0.77
6000000,ready to move,1380,4347,2 bhk apartment in ramprastha the edge towers,sector 37d,properties for sale in gurgaon,not approved by rera,2,ramprastha the edge towers,ramprastha,apartment,budget,0.6
6900000,ready to move,1565,4408,3 bhk apartment in ramprastha the view,sector 37d,search n deal,not approved by rera,3,ramprastha the view,ramprastha,apartment,budget,0.69
6800000,ready to move,1565,4345,3 bhk apartment in ramprastha the view,sector 37d,search n deal,not approved by rera,3,ramprastha the view,ramprastha,apartment,budget,0.68
7500000,ready to move,1520,4934,3 bhk apartment in bptp park generation,sector 37d,search n deal,not approved by rera,3,bptp park generation,bptp,apartment,budget,0.75
6200000,ready to move,1380,4492,2 bhk apartment in ramprastha the edge towers,sector 37d,search n deal,not approved by rera,2,ramprastha the edge towers,ramprastha,apartment,budget,0.62
5800000,ready to move,1285,4513,3 bhk apartment in ramprastha the atrium,sector 37d,search n deal,not approved by rera,3,ramprastha the atrium,ramprastha,apartment,budget,0.58
15000000,ready to move,3393,4420,4 bhk independent floor in ansal esencia,sector 67,search n deal,not approved by rera,4,ansal esencia,ansal,floor,value-mid,1.5
9000000,ready to move,1600,5625,4 bhk independent house in ardee platinum independent floors,sector 52,search n deal,not approved by rera,4,ardee plat,ardee,house,budget,0.9
10600000,ready to move,1600,6625,3 bhk independent floor,sector 46,search n deal,not approved by rera,3,outside socity,outside,plot,budget,1.06
25000000,ready to move,2700,9259,4 bhk independent floor,sector 25,siddharth,not approved by rera,4,outside socity,outside,plot,premium,2.5
12600000,ready to move,2138,5893,3 bhk independent floor in bptp amstoria country floor,sector 102,global properties,not approved by rera,3,bptp amstoria country floor,bptp,floor,value-mid,1.26
13800000,ready to move,2100,6571,4 bhk independent floor in ansal aradhya homes,sector 67,corporate home developers,not approved by rera,4,ansal aradhya homes,ansal,floor,value-mid,1.38
23500000,under construction,2015,11662,3 bhk apartment in smart smartworld one dxp,sector 113,shree raman bihari estates,approved by rera,3,smart smartworld one dxp,smart,apartment,premium,2.35
37000000,under construction,2588,14296,3 bhk apartment in emaar digi homes,sector 62,adarsh property,approved by rera,3,emaar digi homes,emaar,apartment,premium,3.7
22000000,ready to move,2950,7457,4 bhk apartment in puri diplomatic greens,sector 110a,adarsh property,not approved by rera,4,puri diplomatic greens,puri,apartment,value-mid,2.2
14500000,ready to move,1600,9062,3 bhk independent floor in cghs developer navyug apartments,sector 43,deepak property,not approved by rera,3,cghs developer navyug apartments,cghs,floor,value-mid,1.45
45000000,under construction,2270,19823,4 bhk apartment in m3m m3m crown,sector 111,home,approved by rera,4,m3m m3m crown,m3m,apartment,ultra-luxury,4.5
80000000,resale,1305,61302,residential plot,sector 65,property in gurgaon,not approved by rera,0,outside socity,outside,plot,ultra-luxury,8.0
9000000,new,125,72000,residential plot in meffier golden park,sector 4 sohna,properties for sale in gurgaon,not approved by rera,0,meffier golden park,meffier,plot,budget,0.9
5500000,resale,935,5882,residential plot,sector-109 gurgaon,best deal,not approved by rera,0,outside socity,outside,plot,budget,0.55
3300000,new,675,4888,residential plot in paras ekam home paras ekam homes,sector 5 sohna,atul sharma,not approved by rera,0,paras ekam home paras ekam homes,paras,plot,budget,0.33
8100000,new,810,10000,residential plot,sector 88b,sumit pratap,not approved by rera,0,outside socity,outside,plot,budget,0.81
7350000,new,945,7777,residential plot,sector 88b,stylistok homes,not approved by rera,0,outside socity,outside,plot,budget,0.735
5250000,new,675,7777,residential plot,sector 88b,sbl,not approved by rera,0,outside socity,outside,plot,budget,0.525
4200000,new,60,70000,residential plot,sector 88b,sbl,not approved by rera,0,outside socity,outside,plot,budget,0.42
3200000,new,200,16000,residential plot,behrampur village,sbl,not approved by rera,0,outside socity,outside,plot,budget,0.32
2400000,new,150,16000,residential plot,behrampur village,sbl,not approved by rera,0,outside socity,outside,plot,budget,0.24
1600000,new,100,16000,residential plot,behrampur village,sbl,not approved by rera,0,outside socity,outside,plot,budget,0.16
4200000,new,540,7777,residential plot,sector 88b,sbl,not approved by rera,0,outside socity,outside,plot,budget,0.42
12600000,new,1620,7777,residential plot,sector 88b,sbl,not approved by rera,0,outside socity,outside,plot,value-mid,1.26
10500000,new,1350,7777,residential plot,sector 88b,sbl,not approved by rera,0,outside socity,outside,plot,budget,1.05
7000000,new,1350,5185,residential plot,sector 35 sohna,sbl,not approved by rera,0,outside socity,outside,plot,budget,0.7
4750000,new,945,5026,residential plot in supertech hill estate,sector 2 sohna,sbl,not approved by rera,0,supertech hill estate,supertech,plot,budget,0.475
6650000,new,1332,4992,residential plot in supertech hill estate,sector 2 sohna,sbl,not approved by rera,0,supertech hill estate,supertech,plot,budget,0.665
4550000,new,891,5106,residential plot in supertech hill estate,sector 2 sohna,sbl,not approved by rera,0,supertech hill estate,supertech,plot,budget,0.455
3350000,new,675,4962,residential plot in supertech hill estate,sector 2 sohna,home,not approved by rera,0,supertech hill estate,supertech,plot,budget,0.335
13600000,new,1530,8888,residential plot,sector 99,property in gurgaon,not approved by rera,0,outside socity,outside,plot,value-mid,1.36
12000000,new,1350,8888,residential plot,sector 99,properties for sale in gurgaon,not approved by rera,0,outside socity,outside,plot,budget,1.2
9900000,new,1125,8800,residential plot,sector 99,sbl,not approved by rera,0,outside socity,outside,plot,budget,0.99
27000000,new,2700,10000,residential plot,sector 65,sbl,not approved by rera,0,outside socity,outside,plot,premium,2.7
24300000,new,2430,10000,residential plot in adani brahma samsara vilasa,sector 63,sbl,not approved by rera,0,adani brahma samsara vilasa,adani,plot,premium,2.43
27300000,new,4500,6066,residential plot in bptp amstoria plots,sector 102,sbl,not approved by rera,0,bptp amstoria plots,bptp,plot,premium,2.73
19400000,new,300,64666,residential plot in bptp amstoria plots,sector 102,sbl,not approved by rera,0,bptp amstoria plots,bptp,plot,value-mid,1.94
11700000,new,1620,7222,residential plot in bptp amstoria plots,sector 102,sbl,not approved by rera,0,bptp amstoria plots,bptp,plot,budget,1.17
27500000,new,500,55000,residential plot in bptp amstoria farm villas,sector 102,sbl,not approved by rera,0,bptp amstoria farm villas,bptp,plot,premium,2.75
11700000,new,180,65000,residential plot in bptp amstoria farm villas,sector 102,sbl,not approved by rera,0,bptp amstoria farm villas,bptp,plot,budget,1.17
34100000,resale,2367,14444,residential plot in hooda sector,sector 52,kumar,not approved by rera,0,hooda sector,hooda,plot,premium,3.41
15900000,new,1593,10000,residential plot in rof normanton park,sector 36 sohna,kumar,not approved by rera,0,rof normanton park,rof,plot,value-mid,1.59
24100000,new,1242,19444,residential plot in bptp green oaks,sector 70a,kumar,not approved by rera,0,bptp green oaks,bptp,plot,premium,2.41
3960000,new,801,4944,residential plot in nkv vaishnav residency,sector 66,gurgaon realtors,not approved by rera,0,nkv vaishnav residency,nkv,plot,budget,0.396
22700000,new,1575,14444,residential plot in bptp green oaks,sector 70a,hamara homes reality,not approved by rera,0,bptp green oaks,bptp,plot,premium,2.27
15500000,new,1080,14444,residential plot in bptp green oaks,sector 70a,deepak property,not approved by rera,0,bptp green oaks,bptp,plot,value-mid,1.55
